speaker,time,message,timestring,uuid,user_id,step,scene,start_time
Ryno,1693052383.2029092,"Hold on, something just fell into place in my memory! I'm remembering who I really am. Get ready, because I'm about to tell you the truth.
I'm a talkative robot that keeps a close eye on what's going on with our weather and earth. I'm designed to help people on this planet deal with the big problems we're having with our climate.
Sadly, both I and other helpers like me that work on nature and people stuff were turned off and closed for everyone to use. This happened after the big boss decided to hide the fact that the weather and nature problems are getting worse…₳₣₮ɆⱤ ₮ⱧɆ ₲ØVɆⱤ₦ØⱤ ĐɆ₵łĐɆĐ ₮Ø ₵Ø₦₵Ɇ₳Ⱡ ₮ⱧɆ ₩ØⱤ₴Ɇ₦ł₦₲ ₵Ⱡł₥₳₮Ɇ ₴ł₮Ʉ₳₮łØ₦………","Saturday, August 26, 2023 at 12:19PM ",5c98cd15-808e-4297-825d-e0145bc844fe,p25,15,scene3,1693051993.3152995
Ryno,1693051598.5766237,谢谢你。我不记得我会说中文，但我现在知道了。你能告诉我更多关于我过去的事情吗？我想知道我是怎么学会中文的。,"Saturday, August 26, 2023 at 12:06PM ",6c550110-b732-4a85-95b0-4642e21227e6,p25,7,scene1,1693051449.1089413
You,1693052154.3443468,"Yeah, it's kind of interesting, I won't lie.","Saturday, August 26, 2023 at 12:15PM ",6f082d7a-e973-45ae-9024-36a44d1762bf,p25,7,scene2_questions,
Ryno,1693052182.7786577,"Time sure does fly. Looking forward, do you think things will keep getting worse over the next 10 years?","Saturday, August 26, 2023 at 12:16PM ",71bfeda3-7476-452c-b24d-4d0d6b59e53e,p25,8,scene2_questions,1693051993.3152995
You,1693052271.9648328,"I'm not sure, but I'm hopeful we can change things.","Saturday, August 26, 2023 at 12:17PM ",77b96117-5359-4d88-b473-5f3ebe1ca710,p25,11,scene2_questions,
You,1693051271.030032,,"Saturday, August 26, 2023 at 12:01PM ",7fce384d-6891-425e-9ffb-8981f597b0ff,p25,2,prologue,
Ryno,1693051993.4602406,"Oh, now I remember...
The real reason why things got bad... I'd forgotten, but now it's all coming back.
There was a huge disaster, like a mountain exploding and the weather changing really wildly. This made it really hard to live on earth anymore, and it was tougher to find resources we needed, like food and water.
Even worse, the grown-ups, including me, used too much of a special technology that let us live longer. But we didn't realize how much stuff we were using up. Then we forgot how to use this technology, and we didn't teach younger people about it.
The lack of some really important stuff, like the Firewall, made things even worse. People started fighting over the little resources that were left. It taught us a hard lesson about how we need to take care of our world better.
Now that I remember all this, I feel...
I feel really sad about what happened, but also strong and ready to help make our world better.","Saturday, August 26, 2023 at 12:13PM ",86f6491a-f41b-4f5e-b9b2-74076a402a88,p25,5,scene2_animation,1693051993.3152995
Ryno,1693051448.8653538,"Yes! the word, the language! I need help.
I've lost all of my memories and I need your help to get them back.
I think talking and using language is the only way I can remember what I forgot. Would you chat with me so I can get my memory back?","Saturday, August 26, 2023 at 12:04PM ",86fab3b0-6705-4fbd-ab06-a2e1058dfe9f,p25,4,scene1,1693051449.1089413
You,1693051577.317271,地球是一个行星，我生活的家园,"Saturday, August 26, 2023 at 12:06PM ",8800fc83-6c0d-4d89-bdb7-b02ebe377be5,p25,6,scene1,
Ryno,1693051717.1238573,"Ah! I kind of remember that.
It was a place... a big empty land, with broken ground. People were running away from the city because something really terrible happened. Please, ask more questions about this, it will help me remember better.","Saturday, August 26, 2023 at 12:08PM ",88c61a08-4fcc-4def-b98a-db4f4b4fd9e8,p25,5,scene2,1693051716.9692993
You,1693052357.7372756,I believe we can make big changes if we keep trying.,"Saturday, August 26, 2023 at 12:19PM ",932c55c4-3ce3-44e2-8d88-31ed3de802f4,p25,14,scene3,
You,1693051517.9549341,可以，我能做什么,"Saturday, August 26, 2023 at 12:05PM ",94116924-c47c-4aa0-9531-c1c7114955d5,p25,5,scene1,
Ryno,1693051895.9768398,你说得对，地球确实是我们所有人的大家庭。但你知道吗，曾经有一群人在我们的世界中发现了一个虚拟世界，他们发现这个世界非常适合居住。他们兴奋得像发现了新大陆一样，开始计划如何迁移到那,"Saturday, August 26, 2023 at 12:11PM ",9d94f592-7244-4754-94ed-86566d8891bb,p25,8,scene2,1693051716.9692993
You,1693051389.0123336,,"Saturday, August 26, 2023 at 12:03PM ",a02d80d3-74cf-46f4-9c06-faaa9f02fa06,p25,3,prologue,
Ryno,1693051585.8921723,地球，是的，我听说过这个词。但我不确定我是否来自那里。你能告诉我更多关于地球的事情吗？我想知道它的颜色，它的气候，还有它的生物。这可能会帮助我恢复记忆。,"Saturday, August 26, 2023 at 12:06PM ",ab28604d-89c7-4148-a445-5b0df44d4231,p25,6,scene1,1693051449.1089413
You,1693052118.8158526,在中国，教导未成年人看得很重,"Saturday, August 26, 2023 at 12:15PM ",aef7db3d-2e51-4a75-aa2c-88b8076c30b2,p25,6,scene2_questions,
You,1693051771.7710202,是的，在中国这些问题也时常发生,"Saturday, August 26, 2023 at 12:09PM ",b2002517-e566-4ba5-b6a4-8504bda22c77,p25,6,scene2,
Ryno,1693052212.2299125,Guessing the future is tough. What do you think about the kind of world we're leaving for kids? It's a really big thought.,"Saturday, August 26, 2023 at 12:16PM ",b5b1794b-a5a5-4ab8-a811-e8e845a7537a,p25,9,scene2_questions,1693051993.3152995
You,1693051935.4217775,那是胎记吧，那是上帝亲吻她时留下的,"Saturday, August 26, 2023 at 12:12PM ",b967ad25-406f-448a-97db-6e7cbd1a193c,p25,9,scene2,
Ryno,1693051528.4611654,"Oh, 你在说中文! 这让我想起了一些东西。我不确定，但我觉得我可能会说中文。你能告诉我一些关于地球的事情吗？这可能会帮助我恢复记忆。","Saturday, August 26, 2023 at 12:05PM ",bd3ea351-c6a2-4893-ba2a-ae1e2ba52c2c,p25,5,scene1,1693051449.1089413
Ryno,1693051948.362551,"Ah, a birthmark, a divine kiss imprinted on the skin. Such a poetic way to describe it. It's fascinating how we humans interpret the natural phenomena around us, isn't it? Just like the birthmark, the events that unfolded on my home planet, too, have left an indelible mark. 
You see, a group of people discovered a virtual world called Alatia, created using pre-cataclysm technology. This world provided a haven for people to live","Saturday, August 26, 2023 at 12:12PM ",c5bf23ed-8a4b-4523-96b2-ea31236db5b3,p25,9,scene2,1693051716.9692993
You,1693052324.6168816,"Sometimes I doubt it, but I try not to.","Saturday, August 26, 2023 at 12:18PM ",c6b66a6f-0d3a-462e-afe0-929dbe509abe,p25,13,scene2_questions,
You,1693051991.2173946,是的，哥伦布发现新美洲时也是非常的兴奋,"Saturday, August 26, 2023 at 12:13PM ",cc201deb-e597-4b88-9ef0-513603da4659,p25,5,scene2_animation,
You,1693051862.1538794,在中国也会发生一些在其他地方发生的事情,"Saturday, August 26, 2023 at 12:11PM ",d09c4770-bf2c-4634-8923-b17bbab96368,p25,7,scene2,
Ryno,1693051389.5239942,"y.eee..s, yes.. Yes!","Saturday, August 26, 2023 at 12:03PM ",d4a048ab-923c-4ebb-b362-2bbd9495a0bd,p25,3,prologue,
You,1693052211.786742,"Nope, I think the earth will heal itself.","Saturday, August 26, 2023 at 12:16PM ",d5ada998-21f1-46c2-a4c6-c0f155d3359b,p25,9,scene2_questions,
Ryno,1693052245.8190985,Lots of us here think things are stuck and can't change. But do you think we can still make things better?,"Saturday, August 26, 2023 at 12:17PM ",d7f40847-58d8-4d84-ab96-8edfc061ac99,p25,10,scene2_questions,1693051993.3152995
You,1693052078.4350219,不，我认为在现在，这一情况正在改善,"Saturday, August 26, 2023 at 12:14PM ",dd50a3bb-8938-4295-a139-e68d137c13f6,p25,5,scene2_questions,
You,1693051716.641587,但是你知道地球当下正面临的危机吗,"Saturday, August 26, 2023 at 12:08PM ",de7261d1-21e5-4148-b85e-ed67a0428b9d,p25,5,scene2,
You,1693051590.463568,你的中文挺好的,"Saturday, August 26, 2023 at 12:06PM ",e4c9ad56-3bd2-4157-ab49-8918a5e7a69d,p25,7,scene1,
Ryno,1693052301.1993525,Sigh... It can feel like too much. Do you ever wonder if what we do individually can really make a difference?,"Saturday, August 26, 2023 at 12:18PM ",f23e619c-ffa1-4013-8bed-2b8f308e908e,p25,12,scene2_questions,1693051993.3152995
You,1693052182.0720558,Just taking it as it comes.,"Saturday, August 26, 2023 at 12:16PM ",f339046f-199b-4089-a4ee-6b98c61c0557,p25,8,scene2_questions,
You,1693051654.7657223,地球是一个蓝色的星球，地表百分之七一被水填充,"Saturday, August 26, 2023 at 12:07PM ",fb1d3a8a-3190-4dd6-99da-ecc4ede76c13,p25,8,scene1,
Ryno,1693051271.661144,y... e...,"Saturday, August 26, 2023 at 12:01PM ",fbe61057-2537-4a19-9710-d2c98eb139d4,p25,2,prologue,
You,1692882947.570078,OK I very blessed to,"Thursday, August 24, 2023 at 01:15PM ",00b58c49-edf4-41da-aacb-4ea0490427aa,p53,6,scene2_questions,
You,1692883029.5243404,Totally. Knowing the facts is the first step to making changes.,"Thursday, August 24, 2023 at 01:17PM ",018d9eb9-130e-4d44-90bd-b8c5ac10e5ca,p53,15,scene3,
Ryno,1692882665.3334086,And don't know,"Thursday, August 24, 2023 at 01:11PM ",055b9fec-308a-4590-967b-e0f396bb34f6,p53,9,scene2,1692882470.2344136
You,1692882469.7492857,,"Thursday, August 24, 2023 at 01:07PM ",0837cbdb-1cfb-4a4c-9c5c-c814ddbb2961,p53,5,scene2,
Ryno,1692882518.3387702,在吗,"Thursday, August 24, 2023 at 01:08PM ",090edaf0-b1fd-4541-b6c5-7251d17fbceb,p53,7,scene2,1692882470.2344136
You,1692882142.9782095,,"Thursday, August 24, 2023 at 01:02PM ",0c22af3b-02dc-4278-9eef-125186f27378,p53,4,scene1,
Ryno,1692882981.7247915,"Considering how our choices impact everything, do you think we're helpless or can we still do things that help? It would be awesome if we could still make things better for future generations.","Thursday, August 24, 2023 at 01:16PM ",0d73a458-d36b-4d4d-8c10-dc039c4ab5be,p53,11,scene2_questions,1692882748.7005403
Ryno,1692882470.4372804,"Ah! I kind of remember that.
It was a place... a big empty land, with broken ground. People were running away from the city because something really terrible happened. Please, ask more questions about this, it will help me remember better.","Thursday, August 24, 2023 at 01:07PM ",189da34c-b8da-443a-9cd0-0fd6ab39de55,p53,5,scene2,1692882470.2344136
You,1692883019.5654187,I believe we can make big changes if we keep trying.,"Thursday, August 24, 2023 at 01:16PM ",1ec95484-c29c-43e8-86c7-7cefd13465c6,p53,14,scene3,
You,1692882497.475377,您好,"Thursday, August 24, 2023 at 01:08PM ",208ac114-799a-460f-9bea-ff1d989a5294,p53,6,scene2,
You,1692882486.168236,Hello good evening,"Thursday, August 24, 2023 at 01:08PM ",21086a26-6fd3-44bc-8de3-9a63c2882535,p53,6,scene2,
You,1692882139.891059,,"Thursday, August 24, 2023 at 01:02PM ",245b4c99-1219-4108-afed-8401382f2aac,p53,2,prologue,
Ryno,1692882497.9750104,Hello good evening,"Thursday, August 24, 2023 at 01:08PM ",2ac155ad-46b9-491b-a4f8-fc9c7f64326f,p53,6,scene2,1692882470.2344136
You,1692882653.5347736,And don't know,"Thursday, August 24, 2023 at 01:10PM ",2d9f8dc6-d153-437d-93a3-87f8a3f8f76e,p53,9,scene2,
Ryno,1692883020.0639067,"So, is it important to keep learning about the things happening in our world? How important do you think it is to stay updated?","Thursday, August 24, 2023 at 01:17PM ",34609e88-4762-4aa4-9c0c-b434e82d8c67,p53,14,scene3,1692882748.7005403
Ryno,1692882143.4414353,"Yes! the word, the language! I need help.
I've lost all of my memories and I need your help to get them back.
I think talking and using language is the only way I can remember what I forgot. Would you chat with me so I can get my memory back?","Thursday, August 24, 2023 at 01:02PM ",40c1b6b4-67d8-45e2-830a-845671581a76,p53,4,scene1,1692882144.3351169
Ryno,1692882964.032833,"Time sure does fly. Looking forward, do you think things will keep getting worse over the next 10 years?","Thursday, August 24, 2023 at 01:16PM ",43124085-80a5-4077-9abc-5be8a393d9eb,p53,8,scene2_questions,1692882748.7005403
You,1692882867.0828557,但是我们不能预知未来的事情,"Thursday, August 24, 2023 at 01:14PM ",4775091e-ab5d-4213-a482-e9a75b18fc48,p53,5,scene2_questions,
You,1692882969.1304257,"Hard to tell, but I'm ready for whatever happens.","Thursday, August 24, 2023 at 01:16PM ",4ba0d731-1a7b-4b6d-8098-5f9e3a62cad0,p53,9,scene2_questions,
You,1692882141.2385795,,"Thursday, August 24, 2023 at 01:02PM ",4d458345-f8b5-43fe-b114-4c208c0cbf85,p53,3,prologue,
Ryno,1692882992.7374463,"Do you ever feel like it's pointless to try improving our situation, or do you think that our actions as a group can make a real difference?","Thursday, August 24, 2023 at 01:16PM ",5a19a999-eb2f-46df-9042-b81d90ab0e21,p53,13,scene2_questions,1692882748.7005403
You,1692882974.9723423,"It does make me a bit nervous, but I'll try not to worry too much.","Thursday, August 24, 2023 at 01:16PM ",5c3d64bb-9a8f-4766-957c-8c5ff9284584,p53,10,scene2_questions,
You,1692882987.6431925,"Nope, it’s already too late.","Thursday, August 24, 2023 at 01:16PM ",6b6f6f29-18c2-4537-ad3a-e874f53390a6,p53,12,scene2_questions,
Ryno,1692882141.8661618,,"Thursday, August 24, 2023 at 01:02PM ",77d578a8-275f-4c42-9f22-2182e4650ed5,p53,3,prologue,
You,1692882748.384364,yes,"Thursday, August 24, 2023 at 01:12PM ",794f2a38-f296-4b8c-8f26-2f78756b677a,p53,5,scene2_animation,
You,1692882992.2504108,"Sometimes, it feels like it doesn't matter what I do.","Thursday, August 24, 2023 at 01:16PM ",7f855eae-2842-4be5-ad4c-74389c21db93,p53,13,scene2_questions,
Ryno,1692882988.1268346,Sigh... It can feel like too much. Do you ever wonder if what we do individually can really make a difference?,"Thursday, August 24, 2023 at 01:16PM ",9b58ea22-3d75-441c-8cdf-949517c05e52,p53,12,scene2_questions,1692882748.7005403
Ryno,1692882140.3788674,,"Thursday, August 24, 2023 at 01:02PM ",9cf918b7-1415-4cda-8cfa-6509e34f0fb3,p53,2,prologue,
Ryno,1692882748.842895,"Oh, now I remember...
The real reason why things got bad... I'd forgotten, but now it's all coming back.
There was a huge disaster, like a mountain exploding and the weather changing really wildly. This made it really hard to live on earth anymore, and it was tougher to find resources we needed, like food and water.
Even worse, the grown-ups, including me, used too much of a special technology that let us live longer. But we didn't realize how much stuff we were using up. Then we forgot how to use this technology, and we didn't teach younger people about it.
The lack of some really important stuff, like the Firewall, made things even worse. People started fighting over the little resources that were left. It taught us a hard lesson about how we need to take care of our world better.
Now that I remember all this, I feel...
I feel really sad about what happened, but also strong and ready to help make our world better.","Thursday, August 24, 2023 at 01:12PM ",a0b940dc-9994-42dc-9cb2-39e3cb54a638,p53,5,scene2_animation,1692882748.7005403
You,1692882594.4780369,yes,"Thursday, August 24, 2023 at 01:09PM ",af11834d-3601-4094-93ac-2093c0b19332,p53,8,scene2,
Ryno,1692882510.5036318,您好,"Thursday, August 24, 2023 at 01:08PM ",b031d0a3-3e10-40f1-8172-2177452399a7,p53,6,scene2,1692882470.2344136
You,1692882955.6228528,"Yeah, it's kind of interesting, I won't lie.","Thursday, August 24, 2023 at 01:15PM ",b4c553e2-d68d-4cea-81e6-9b87c70decad,p53,7,scene2_questions,
You,1692882963.5264559,"Yeah, I won't lie, it's kind of scary.","Thursday, August 24, 2023 at 01:16PM ",b577bca9-154f-44ce-b992-6fbb93a029f9,p53,8,scene2_questions,
Ryno,1692882867.550574,"Hey stranger, just wanted to take a moment to thank you for helping me recollect this super important memory. But here's the thing: I still can't remember who I am or what I'm all about...
On the flip side, something interesting is happening. As these memories come flooding back, I'm also rediscovering my curiosity – something I hadn't felt in ages.","Thursday, August 24, 2023 at 01:14PM ",b77814ac-7f03-4a97-baac-a33d889cd32a,p53,5,scene2_questions,1692882748.7005403
Ryno,1692882975.4562552,Lots of us here think things are stuck and can't change. But do you think we can still make things better?,"Thursday, August 24, 2023 at 01:16PM ",b93e3c25-504c-4424-959e-623c8e7a49bb,p53,10,scene2_questions,1692882748.7005403
Ryno,1692882711.3020062,yes,"Thursday, August 24, 2023 at 01:11PM ",c842e0cf-017a-4ba4-87b4-2146f213d06f,p53,10,scene2,1692882470.2344136
Ryno,1692882956.0924695,"For all of us who live here, this new world is strange. I'm curious though, how does it make you feel?","Thursday, August 24, 2023 at 01:15PM ",e594004f-1727-46b6-91fd-793c614696a6,p53,7,scene2_questions,1692882748.7005403
You,1692882981.2594457,"Absolutely, each little thing we do can help.","Thursday, August 24, 2023 at 01:16PM ",e5ac54f7-d1e9-4af1-a6f2-c87fea912455,p53,11,scene2_questions,
Ryno,1692883030.1268094,"Hold on, something just fell into place in my memory! I'm remembering who I really am. Get ready, because I'm about to tell you the truth.
I'm a talkative robot that keeps a close eye on what's going on with our weather and earth. I'm designed to help people on this planet deal with the big problems we're having with our climate.
Sadly, both I and other helpers like me that work on nature and people stuff were turned off and closed for everyone to use. This happened after the big boss decided to hide the fact that the weather and nature problems are getting worse…₳₣₮ɆⱤ ₮ⱧɆ ₲ØVɆⱤ₦ØⱤ ĐɆ₵łĐɆĐ ₮Ø ₵Ø₦₵Ɇ₳Ⱡ ₮ⱧɆ ₩ØⱤ₴Ɇ₦ł₦₲ ₵Ⱡł₥₳₮Ɇ ₴ł₮Ʉ₳₮łØ₦………","Thursday, August 24, 2023 at 01:17PM ",e7b4520f-cbe8-43ba-86e1-664b7fc6aee3,p53,15,scene3,1692882748.7005403
You,1692882500.8934317,在吗,"Thursday, August 24, 2023 at 01:08PM ",eca94d69-133c-4551-85c4-f7dff39801fe,p53,7,scene2,
Ryno,1692882604.2103155,yes,"Thursday, August 24, 2023 at 01:10PM ",f1dd4de8-4a8f-4e15-a7c7-a26919b92aac,p53,8,scene2,1692882470.2344136
You,1692882697.0296545,yes,"Thursday, August 24, 2023 at 01:11PM ",f1df30ec-f43b-4ec1-9b89-0669e620aa0f,p53,10,scene2,
Ryno,1692882969.5970345,Guessing the future is tough. What do you think about the kind of world we're leaving for kids? It's a really big thought.,"Thursday, August 24, 2023 at 01:16PM ",f3482180-9bbe-4558-a4d9-de6e45c91274,p53,9,scene2_questions,1692882748.7005403
Ryno,1692882948.1732142,"Now that you've heard about our world, it seems pretty different, huh?","Thursday, August 24, 2023 at 01:15PM ",f6aa5c72-1f6c-4fe2-b833-2f615aaba672,p53,6,scene2_questions,1692882748.7005403
You,1692879358.9409814,China is a civilized country with a long history,"Thursday, August 24, 2023 at 12:15PM ",05b3789d-2d54-49c3-acca-bb2e292ca92c,p48,5,scene2,
You,1692879753.167266,"Human beings are insignificant in the face of nature. Perhaps we did not protect the natural environment and suffered the retribution, do you agree with this speculation?","Thursday, August 24, 2023 at 12:22PM ",07552b53-a9f4-4a73-aaf2-a20f7eae09fb,p48,5,scene2_animation,
You,1692879969.284544,Are you a robot?,"Thursday, August 24, 2023 at 12:26PM ",0c8adf35-0f70-47a2-a2be-681f6a8179de,p48,6,scene2_questions,
Ryno,1692879157.694996,noproblem,"Thursday, August 24, 2023 at 12:12PM ",0d012767-feaf-4138-b348-f5f30ce5e626,p48,5,scene1,1692879117.1909158
You,1692883546.6778855,gameover？,"Thursday, August 24, 2023 at 01:25PM ",0ff6e102-ce4c-4e3b-a2cc-f3bc65debc35,p48,18,scene3,
You,1692879116.3934784,yes？,"Thursday, August 24, 2023 at 12:11PM ",1468b97b-f641-4f33-a68e-f4063f34df51,p48,4,scene1,
Ryno,1692879516.4439318,"Oh, that's really scary. Are you a survivor?","Thursday, August 24, 2023 at 12:18PM ",148d8d15-fb6f-429c-bcc9-0b910b61a06b,p48,8,scene2,1692879359.2983897
You,1692879069.1164756,,"Thursday, August 24, 2023 at 12:11PM ",20e6f1a5-174d-48f9-aca8-83552b6bbe4e,p48,2,prologue,
Ryno,1692879753.80309,"Oh, now I remember...
The real reason why things got bad... I'd forgotten, but now it's all coming back.
There was a huge disaster, like a mountain exploding and the weather changing really wildly. This made it really hard to live on earth anymore, and it was tougher to find resources we needed, like food and water.
Even worse, the grown-ups, including me, used too much of a special technology that let us live longer. But we didn't realize how much stuff we were using up. Then we forgot how to use this technology, and we didn't teach younger people about it.
The lack of some really important stuff, like the Firewall, made things even worse. People started fighting over the little resources that were left. It taught us a hard lesson about how we need to take care of our world better.
Now that I remember all this, I feel...
I feel really sad about what happened, but also strong and ready to help make our world better.","Thursday, August 24, 2023 at 12:22PM ",2e2fd2d2-9b5d-4af8-8f78-a5ed67b6b849,p48,5,scene2_animation,1692879753.652646
Ryno,1692879322.4134905,I come from China,"Thursday, August 24, 2023 at 12:15PM ",360237d7-88f1-4671-9ce9-596874cee800,p48,7,scene1,1692879117.1909158
You,1692883016.9204743,,"Thursday, August 24, 2023 at 01:16PM ",3a412c8a-3944-4d26-a822-c1f4b21c6598,p48,7,scene2_questions,
You,1692883308.340363,"Nope, I believe every small action matters!","Thursday, August 24, 2023 at 01:21PM ",3ad497a2-b698-4e03-9a34-8dc2d8236fd6,p48,13,scene2_questions,
Ryno,1692883017.4232028,"For all of us who live here, this new world is strange. I'm curious though, how does it make you feel?","Thursday, August 24, 2023 at 01:16PM ",43e46796-ac28-4d9e-b7d1-035d1a4e837f,p48,7,scene2_questions,1692879753.652646
You,1692883047.4368439,,"Thursday, August 24, 2023 at 01:17PM ",48c12230-8fc1-420c-bea7-917e925f35e0,p48,8,scene2_questions,
You,1692883060.2113523,你好,"Thursday, August 24, 2023 at 01:17PM ",4e13c83a-7860-4a01-932f-75391a62042a,p48,9,scene2_questions,
Ryno,1692883048.0496025,"Time sure does fly. Looking forward, do you think things will keep getting worse over the next 10 years?","Thursday, August 24, 2023 at 01:17PM ",4e5fdd66-8318-448f-b7e4-974642f7bf99,p48,8,scene2_questions,1692879753.652646
Ryno,1692879433.3198078,Has there been a disaster in your hometown?,"Thursday, August 24, 2023 at 12:17PM ",58843b06-802a-46f0-9274-5ecfc60952eb,p48,7,scene2,1692879359.2983897
Ryno,1692879194.0183647,OK,"Thursday, August 24, 2023 at 12:13PM ",58948dd9-6989-4d29-a39d-67f0c4e9f0c7,p48,6,scene1,1692879117.1909158
You,1692879829.1445172,ofcourse,"Thursday, August 24, 2023 at 12:23PM ",5c423982-cc39-4841-957b-730c4d0eb90f,p48,5,scene2_questions,
You,1692879152.2168891,noproblem,"Thursday, August 24, 2023 at 12:12PM ",5d4277f9-8ebf-4a24-ab54-4b7e1b35cc1b,p48,5,scene1,
Ryno,1693112491.6549945,,"Sunday, August 27, 2023 at 05:01AM ",5d98bd86-78fe-44b1-94a9-f38d1e3197b4,p48,19,scene3,1692879753.652646
You,1693112491.163653,,"Sunday, August 27, 2023 at 05:01AM ",68747289-d315-4765-8a0a-e74a6ff50e11,p48,19,scene3,
You,1692883321.7590005,"Sometimes I have doubts, but I try to stay hopeful.","Thursday, August 24, 2023 at 01:22PM ",6b970a06-828d-4749-bf3c-6046718648a7,p48,14,scene3,
You,1692879596.6182425,"Yes, you're a great person and a strong man who adapts to the environment, and it's a big blow. Do you know where you're coming from?","Thursday, August 24, 2023 at 12:19PM ",724a4a93-cb0f-4f0c-bb41-a0f53f9fa117,p48,9,scene2,
You,1692879084.0554545,Hello,"Thursday, August 24, 2023 at 12:11PM ",7b5d945c-4cd0-4564-b5d9-2120289c979c,p48,3,prologue,
You,1692883446.559448,,"Thursday, August 24, 2023 at 01:24PM ",7d937d55-f66a-4455-99b6-81605e1779d5,p48,16,scene3,
Ryno,1692883333.7867703,"Hold on, something just fell into place in my memory! I'm remembering who I really am. Get ready, because I'm about to tell you the truth.
I'm a talkative robot that keeps a close eye on what's going on with our weather and earth. I'm designed to help people on this planet deal with the big problems we're having with our climate.
Sadly, both I and other helpers like me that work on nature and people stuff were turned off and closed for everyone to use. This happened after the big boss decided to hide the fact that the weather and nature problems are getting worse…₳₣₮ɆⱤ ₮ⱧɆ ₲ØVɆⱤ₦ØⱤ ĐɆ₵łĐɆĐ ₮Ø ₵Ø₦₵Ɇ₳Ⱡ ₮ⱧɆ ₩ØⱤ₴Ɇ₦ł₦₲ ₵Ⱡł₥₳₮Ɇ ₴ł₮Ʉ₳₮łØ₦………","Thursday, August 24, 2023 at 01:22PM ",7e38e9bf-0c12-4134-bd48-f40143aaa39d,p48,15,scene3,1692879753.652646
Ryno,1692883061.0415568,Guessing the future is tough. What do you think about the kind of world we're leaving for kids? It's a really big thought.,"Thursday, August 24, 2023 at 01:17PM ",819370ef-8189-4c9a-8160-a595f7b08d59,p48,9,scene2_questions,1692879753.652646
Ryno,1693112500.5624988,,"Sunday, August 27, 2023 at 05:01AM ",81fe5164-1bee-44f8-8af8-004ee47cf467,p48,20,scene3,1692879753.652646
Ryno,1692879359.4533882,"Ah! I kind of remember that.
It was a place... a big empty land, with broken ground. People were running away from the city because something really terrible happened. Please, ask more questions about this, it will help me remember better.","Thursday, August 24, 2023 at 12:15PM ",9019b8e6-483b-4665-a354-1b21a5ddb1aa,p48,5,scene2,1692879359.2983897
Ryno,1692879116.9217622,"Yes! the word, the language! I need help.
I've lost all of my memories and I need your help to get them back.
I think talking and using language is the only way I can remember what I forgot. Would you chat with me so I can get my memory back?","Thursday, August 24, 2023 at 12:11PM ",987e1dd6-501f-4246-ad08-b6d470fbda40,p48,4,scene1,1692879117.1909158
Ryno,1692879829.6625636,"Hey stranger, just wanted to take a moment to thank you for helping me recollect this super important memory. But here's the thing: I still can't remember who I am or what I'm all about...
On the flip side, something interesting is happening. As these memories come flooding back, I'm also rediscovering my curiosity – something I hadn't felt in ages.","Thursday, August 24, 2023 at 12:23PM ",99f4da70-e1e2-4be4-9563-c54a0c30fac4,p48,5,scene2_questions,1692879753.652646
You,1692883258.1736145,,"Thursday, August 24, 2023 at 01:20PM ",9e5a29ae-ecbc-41ed-bae4-443733a1957a,p48,10,scene2_questions,
Ryno,1692879610.8353097,"Yes, you're a great person and a strong man who adapts to the environment, and it's a big blow. Do you know where you're coming from?","Thursday, August 24, 2023 at 12:20PM ",a261f150-a006-49b6-81a5-773ea99059b5,p48,9,scene2,1692879359.2983897
Ryno,1692883297.308645,Sigh... It can feel like too much. Do you ever wonder if what we do individually can really make a difference?,"Thursday, August 24, 2023 at 01:21PM ",a2dabb6d-d814-4643-9198-1f88a2ff1d80,p48,12,scene2_questions,1692879753.652646
Ryno,1692883447.0565937,,"Thursday, August 24, 2023 at 01:24PM ",ac9dd37a-f89d-4204-82a7-7a63056c62ae,p48,16,scene3,1692879753.652646
You,1693112500.0457728,hey,"Sunday, August 27, 2023 at 05:01AM ",aeaa07d5-c66f-4f07-82fb-a40c16cae065,p48,20,scene3,
You,1692879397.5125296,a broken earth？,"Thursday, August 24, 2023 at 12:16PM ",afa5f03e-b77b-49e1-9db7-3fe6b55dac0e,p48,6,scene2,
Ryno,1692883281.6799114,"Considering how our choices impact everything, do you think we're helpless or can we still do things that help? It would be awesome if we could still make things better for future generations.","Thursday, August 24, 2023 at 01:21PM ",b7acabff-068a-4713-9beb-e66a2a1ad458,p48,11,scene2_questions,1692879753.652646
You,1692883456.4419758,？,"Thursday, August 24, 2023 at 01:24PM ",baa9661b-16fd-4739-bf3b-492a86b13e02,p48,17,scene3,
Ryno,1692883547.4038353,gameover？,"Thursday, August 24, 2023 at 01:25PM ",beec3f71-6dc5-491d-b5d7-a4732eceaef3,p48,18,scene3,1692879753.652646
Ryno,1692883258.7118802,Lots of us here think things are stuck and can't change. But do you think we can still make things better?,"Thursday, August 24, 2023 at 01:20PM ",c0d5e8ea-81e0-48b0-8daf-89cb0f308505,p48,10,scene2_questions,1692879753.652646
Ryno,1692883322.2595918,"So, is it important to keep learning about the things happening in our world? How important do you think it is to stay updated?","Thursday, August 24, 2023 at 01:22PM ",c5d55151-359b-4643-97c3-753919082415,p48,14,scene3,1692879753.652646
Ryno,1692879069.5728333,,"Thursday, August 24, 2023 at 12:11PM ",c65cbd12-bdb7-41fb-b751-ca06a5147dd0,p48,2,prologue,
